Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Broad money (current LCU),FM.LBL.BMNY.CN,3.26E+11,3.53E+11,3.85E+11,4.20E+11,4.58E+11,4.98E+11,5.21E+11,5.75E+11,6.25E+11,6.31E+11,7.02E+11,8.00E+11,9.09E+11,1.00E+12,1.08E+12,1.19E+12,1.31E+12,1.47E+12,1.63E+12,1.79E+12,1.99E+12,2.23E+12,2.45E+12,2.65E+12,2.98E+12,3.23E+12,3.53E+12,3.68E+12,3.93E+12,4.14E+12,4.25E+12,4.31E+12,4.30E+12,4.33E+12,4.35E+12,4.65E+12,5.01E+12,5.41E+12,5.93E+12,6.50E+12,7.02E+12,7.58E+12,7.92E+12,8.27E+12,8.74E+12,9.45E+12,1.03E+13,1.15E+13,1.24E+13,1.31E+13,1.28E+13,1.36E+13,1.43E+13,1.49E+13,1.57E+13,1.62E+13,1.68E+13,1.76E+13,1.83E+13,1.99E+13,
Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.37488631,12.73930754,12.22887721,11.96340949,11.77604778,11.6566181,11.71105298,11.58548941,11.65000958,11.68621915,11.77650334,
Capture fisheries production (metric tons),ER.FSH.CAPT.MT,2755715,2979093,2995674,2741650,2585660,2702785,2495433,2377789,2470105,2478221,2836550,2917107,2810040,2836981,2919015,2876146,3111419,3065974,3502537,3609656,3727627,3725240,3977879,4186687,4763710,4744131.5,4910476,5745394,5754885,5579698.5,5781091.5,5373133,5473939.5,5817721.5,5846727.5,5414226,5268586,5385731,5059144,5205206,5041558,5275155,5326987,5345396,5363263,5320894,5311208,5189908,4606530,4527104,4687648,5491330,5338928,5581776,5476248,5472360,5463707,5501797,5353303,,
CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,23.7314043,24.10398949,24.20424695,24.08145269,24.15595308,23.56003324,23.3852184,23.59820188,24.16302317,24.43222491,24.58928441,25.33948681,25.50303844,25.72211384,25.959079,27.40294422,27.00461888,26.88116938,27.90541178,27.15471887,27.01129288,27.26185775,28.41033238,28.96478002,28.57633392,28.63491852,29.36796332,29.34098386,29.36961537,29.23172609,29.71108497,29.37074384,29.57453846,29.36267056,29.9947048,30.30860328,30.15499696,29.68513158,30.29004724,31.00217713,30.44089292,30.68362253,31.45786103,31.493132,31.44396779,31.6982535,32.23705116,31.76581907,30.99052547,31.68771863,31.33260396,31.74601042,33.62544099,33.08296608,33.3979881,,,,,,
Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.460536764,2.187783165,3.568459304,7.36485161,6.928602789,10.29902194,9.818867995,4.921110893,2.25877869,-1.914076731,-3.768367757,-4.328858747,-4.170052966,-3.01170492,-3.451690347,-5.986043774,-6.083195546,-8.873506525,-8.209324702,-8.368130482,-10.57952433,-12.94972396,,,,,,,,
"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-90110.50625,92014.92625,90579.74375,92328.68,104390.4,89818.82625,112316.15,129745.0938,136714.6031,143937.0938,134115.6,140749.0031,130211.3,157170.5,154457.8969,159184.0969,154790.1969,-2819.196875,196775.4031,160964.0031,210964.6,201998.7,187464.0969,219513.3063,220773.6969,169692.4063,220322.7938,210277.3063,235105.4,289693.3031,276514.7063,189625.6938,419346.8938,361968.6063,563098.2969,496922.9063,437727.5969,488181.5,195822.2938,580952.3517,424330.8691,431395.5132,448686.2615,,,,,,,,
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.6953423,191.4444237,188.6416342,186.8023885,182.9231592,180.4129661,177.7173287,171.8625235,165.8907538,162.6460073,160.6108285,156.0405459,155.1045951,151.139482,148.6086979,144.2494396,138.9181165,138.7450234,135.3724657,132.0483399,131.7451702,128.2804795,123.5428244,122.7483808,121.5674773,116.3262414,,,,,
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,53.91200719,53.73053505,53.25020243,54.39006543,54.01536226,54.63006936,54.09993499,52.44513199,52.05924979,49.4470199,46.38734989,44.78800972,44.56625731,46.16412339,44.17649508,44.29543149,46.17085376,46.11302181,44.0050733,47.66744234,51.203426,52.82783428,53.67959321,55.04058733,56.05225277,57.22035189,56.17401668,57.64218657,57.67931332,54.11603876,53.06735048,52.60110173,53.24000481,53.40130679,52.51623052,51.49928029,52.72203118,53.80954845,52.73512658,52.11671819,52.89515225,51.63342695,50.65729949,51.38116764,50.39668955,50.45708636,49.77287778,48.99390945,49.10443981,45.4377316,45.79760576,43.34576409,38.47985569,39.94314124,39.65073269,34.23273373,,,,,
Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNPBF (current US$)",DT.NFL.UNPB.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PPG, bonds (NFL, current US$)",DT.NFL.PBND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net ODA provided, total (constant 2015 US$)",DC.ODA.TOTL.KD,17371063000,18840149000,20399728000,21773121000,21572688000,23659826000,21852487000,18323789000,20463904000,17158951000,15221738000,14298910000,17432402000,11090379000,14077964000,14594091000,14497583000,14658830000,16567568000,12657315000,17693252000,13108141000,17508133000,16594774000,17275421000,18069541000,18015711000,16742613000,17997188000,13114373000,18769767000,17954701000,18251258000,15412448000,14799050000,10758266000,13448094000,9698086000,12255387000,12564255000,13372310000,15010836000,17190719000,20696633000,24321218000,33404349000,27300841000,24620948000,29300910000,31714054000,32227810000,32970623000,32046154000,32168863000,33451535000,30985540000,33972650000,,,,
"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.113667809,0.066102932,0.099287786,0.135402869,0.229090182,0.137099799,0.155331555,0.140261482,0.233883413,0.306394238,0.585866342,0.800737876,0.634908483,0.316452387,0.624874152,0.221941613,0.675731298,1.302414002,1.086807482,1.343240723,1.194504107,0.561047032,0.464853987,0.732369584,0.767643589,0.904218188,1.209693103,1.424065573,2.329849229,3.244314135,3.405318336,1.630116343,1.015460357,1.022023979,1.749187307,1.091876415,2.160487842,2.398397384,2.318328109,1.114843565,1.761193112,1.695323307,1.545625032,1.716613576,1.436946698,2.806267732,2.534806307,1.880159588,1.27055379,1.640588309,
"Net capital account (BoP, current US$)",BN.TRF.KOGT.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-206500000,-7220200000,-5129900000,1449400000,-714200000,-1111200000,-221500000,-7000000,-256300000,-8000000,-6428000000,-4218000000,12169000000,-3825000000,-8499000000,-4343000000,950000000,-7439000000,-6057000000,-172000000,-5876000000,-6891000000,-9021000000,931000000,-6559000000,-6534000000,-7939000000,-6606000000,12395000000,-4197000000,-6244000000,
"Travel services (% of service imports, BoP)",BM.GSR.TRVL.ZS,,,,,,,,,,,27.16723549,28.06679512,29.5601173,28.9680461,27.60849492,28.82801976,27.53914091,26.99963807,26.72767435,26.00055203,25.40883573,26.24777184,24.96081505,24.91706598,34.80795098,34.55504651,32.94119115,32.84757562,33.17649445,33.26504731,32.37868616,30.4978903,33.1459114,33.83724782,33.87240278,32.79760979,32.56119305,32.42363802,32.35128075,29.91923474,29.047341,27.25884758,25.27721979,24.27023643,24.20192357,23.73663611,22.4354552,21.42996122,20.04469274,20.24581576,19.5131172,18.90551716,19.23719845,19.56068585,19.60523904,20.62556126,21.32373769,21.65268991,22.41877777,22.87601362,
Cereal production (metric tons),AG.PRD.CREL.MT,,163619978,162455780,174812487,160937079,183602617,184444880,208158055,202538423,205288170,186860751,237624461,228117866,237683006,204617505,249283743,258200097,266014469,276602542,302625580,269883982,330889528,333103755,207657604,314749500,347118216,315331216,280494047,206528100,284238058,312410604,280063391,353025147,259105342,355934924,277601210,335780123,336582161,349425744,335364364,342631506,324994634,297143452,348247631,389023763,366436346,338336800,415130860,402399936,418666166,401126330,385545256,356210124,434308450,442849090,431870788,503465267,466847085,467951140,,
Arable land (% of land area),AG.LND.ARBL.ZS,,19.72167146,19.3357106,19.60637452,19.43080874,19.32533825,19.18394665,19.05096212,19.76206906,20.66217125,20.60659726,20.54163355,20.47666984,20.4226244,20.3595168,20.3595168,20.3595168,20.36825142,20.60878091,20.60878091,20.60878091,20.60878091,20.50069003,20.50069003,20.50069003,20.50069003,20.50069003,20.27981343,20.27981343,20.27806651,20.27260737,20.27260737,20.09835178,19.95292042,19.86459161,19.85367334,19.54435875,19.38997441,19.30153642,19.14715208,19.14096609,19.1444588,18.87999459,18.63488221,18.393077,18.14800828,17.90293956,17.65787084,17.53778661,17.38971207,17.24163753,17.09356299,16.94548845,17.00516648,17.06484451,17.12451161,17.18418964,17.24385674,17.24385674,,
"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,4.04,,2,,2,,3,,2,,
"Air transport, passengers carried",IS.AIR.PSGR,,,,,,,,,,,163448992,174143104,191325408,202309200,207612400,204900400,223017296,240144992,273025504,313624000,295329088,281086400,290992608,315600096,340191488,372059104,414554496,441832704,454202912,453161504,464574016,452015904,466964992,469926112,514924000,533512096,571072000,590571392,588170880,634364608,665327414,622187846,598410415,588997110,678110608,720547738,725530965,744302310,701779551,679423408,720497000,730796000,736699000,743171000,762710000,798222000,824039000,849403000,889024000,926737000,
CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trademark applications, nonresident, by count",IP.TMK.NRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62342,68219,77187,88880,88419,76447,82316,91313,96816,101577,110513,128969,156755,185677,194228,212484,
Total tax and contribution rate (% of profit),IC.TAX.TOTL.CP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,43.8,43.9,44,43.8,43.8,36.6,
"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,1.1,1.1,1.1,1,1,
Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Human capital index (HCI), male, lower bound (scale 0-1)",HD.HCI.OVRL.LB.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.669208229,,,,,,,0.715,0.687452614,,0.673013091
Goods and services expense (current LCU),GC.XPN.GSRV.CN,,,,,,,,,,,,,52410000000,55050000000,55500000000,64040000000,61560000000,71030000000,80460000000,87310000000,1.08E+11,1.26E+11,1.44E+11,1.68E+11,1.78E+11,1.99E+11,2.14E+11,2.13E+11,2.24E+11,2.37E+11,2.29E+11,2.49E+11,2.47E+11,2.33E+11,2.30E+11,2.19E+11,2.11E+11,2.18E+11,2.18E+11,2.23E+11,2.35E+11,1.51E+11,1.79E+11,2.14E+11,2.42E+11,2.60E+11,2.76E+11,2.83E+11,3.30E+11,3.52E+11,3.84E+11,3.73E+11,3.58E+11,3.21E+11,3.09E+11,3.05E+11,3.11E+11,3.16E+11,3.49E+11,3.79E+11,
Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,,,,,,,,,,,,,15280000000,16050000000,16630000000,16410000000,16830000000,17370000000,18150000000,18540000000,24080000000,40680000000,36140000000,35180000000,37050000000,35670000000,32490000000,32010000000,35020000000,33580000000,34880000000,41860000000,45050000000,47530000000,54630000000,56920000000,53450000000,56060000000,56430000000,68920000000,67130000000,64647200000,66886000000,68749300000,71980500000,74076400000,72560600000,65832100000,64744500000,68302900000,68176900000,76732000000,81661400000,90009400000,98929400000,1.02E+11,98905400000,92416400000,1.09E+11,95927400000,
"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21E+12,2.44E+12,2.71E+12,3.00E+12,3.31E+12,3.45E+12,3.61E+12,3.77E+12,3.78E+12,3.73E+12,3.63E+12,3.41E+12,1.60E+12,5.89E+12,6.44E+12,6.92E+12,7.37E+12,7.66E+12,8.06E+12,9.43E+12,1.10E+13,1.28E+13,1.40E+13,1.53E+13,1.61E+13,1.69E+13,1.76E+13,1.85E+13,,,,
"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,23.79753359,24.51269306,23.3625847,22.39586596,21.59259259,20.2061315,18.65570552,18.81327608,18.07214854,15.97656633,16.27257168,15.53994076,14.54573883,13.13891913,12.52599106,14.5050994,15.5964625,14.68475271,13.2162839,12.43404912,13.24988879,13.99613725,16.85249877,18.58417551,19.28268014,20.73748225,22.98062879,23.42269086,21.9688078,21.87796681,22.57148243,25.37861743,27.37885692,27.88859876,27.07532733,27.07890011,24.93312996,24.38917771,23.16371081,21.02512306,20.15677298,19.76673439,21.23167999,20.68960483,19.55571207,18.82530408,18.62548282,18.87394801,17.85724902,22.23609719,24.15717913,32.89764293,33.9144208,34.73468178,36.61138682,35.82311689,38.38884137,39.85702964,39.29030052,41.60113903,
Net domestic credit (current LCU),FM.AST.DOMS.CN,3.29E+11,3.59E+11,3.93E+11,4.32E+11,4.74E+11,5.22E+11,5.54E+11,6.08E+11,6.68E+11,7.05E+11,7.58E+11,8.47E+11,9.66E+11,1.10E+12,1.20E+12,1.28E+12,1.42E+12,1.60E+12,1.80E+12,2.01E+12,2.18E+12,2.39E+12,2.54E+12,2.81E+12,3.19E+12,3.51E+12,3.88E+12,4.15E+12,4.43E+12,4.63E+12,4.73E+12,4.72E+12,4.84E+12,5.01E+12,5.28E+12,5.69E+12,6.03E+12,6.54E+12,7.15E+12,7.77E+12,8.40E+12,9.17E+12,9.66E+12,1.02E+13,1.10E+13,1.20E+13,1.30E+13,1.43E+13,1.50E+13,1.49E+13,1.46E+13,1.55E+13,1.60E+13,1.74E+13,1.84E+13,1.90E+13,1.99E+13,2.08E+13,2.11E+13,2.23E+13,
Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.08291724,41.05740777,41.05740777,,
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,38.73260623,38.84656951,39.01326379,39.22418438,39.46198062,39.75919517,40.10305657,40.48185565,40.90775064,41.35011619,41.59433558,41.41047091,41.31589359,41.27658051,41.26291769,41.2278808,41.21673722,41.19040497,41.15137723,41.10335118,41.13373352,41.18911691,41.26203294,41.35648097,41.47731793,41.59417965,41.70169823,41.82777964,41.95467384,42.07098481,42.14996214,42.24918116,42.33275533,42.4483139,42.60931911,42.79110178,42.99150464,43.17863323,43.38952018,43.61453376,43.79137553,43.80948023,43.8598993,43.94497754,44.00647593,44.0731446,44.12657746,44.19076175,44.26293812,44.36956534,44.50391781,44.69199675,44.88357953,45.09813747,45.30141325,45.50970444,45.73172028,45.99993725,46.32588591,46.48653691,
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,19.54037289,19.8040573,19.96034369,19.00930138,18.3390083,18.13370897,17.92121366,18.00539654,17.45668863,17.5210849,19.02231844,19.0614003,18.39058624,17.0482191,16.68741284,17.03157542,17.26467988,16.12870163,16.10599247,14.84680217,13.94841706,13.1823406,13.75752245,13.36789423,13.30865794,12.71387901,12.48216053,12.29114318,12.47818265,12.34193542,11.35462108,11.64748224,11.67848504,11.82131917,11.45992173,11.43010893,11.78233119,11.11601137,10.1276459,10.42924705,10.61435782,10.37458476,10.52557421,10.79536845,10.37483737,10.02688403,9.236012182,9.652541568,10.08904823,10.76570304,10.19029184,10.23012504,9.712099379,10.67944043,11.01191799,,,,,,
Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,,,,,,,,,,,39.93595608,40.01739571,39.74620988,40.51357486,39.48770528,43.62763912,41.3062416,40.56517402,40.59827109,40.73534632,41.70339724,42.44751122,44.06575354,42.98616225,43.54414512,43.00077595,42.30930499,41.57678022,38.79011605,40.53832868,46.12743454,46.43386341,46.93214451,46.46833326,46.69871047,46.23660013,46.26379338,47.24837972,49.93769696,50.64031288,51.9339319,53.83084803,53.62539394,54.94543462,55.67514616,55.86064874,56.57397383,56.1672877,57.63374362,,,,,,,,,,,,
CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.808869133,0.782842844,0.75295819,0.733196936,0.699079058,0.67187023,0.65056766,0.6259028,0.595952661,0.571577335,0.555354374,0.528812018,0.515827814,0.495337853,0.471279096,0.444111918,0.412410144,0.400573428,0.381578909,0.364283331,0.359892819,0.339071571,0.313761663,0.308037322,0.298132245,0.281316681,0.267502679,,,,
GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27161072,5.223448042,5.301056706,5.353250608,5.466776347,5.542838862,5.626913296,5.818604195,6.028063511,6.148321847,6.226230256,6.408590756,6.447262244,6.61640484,6.729081231,6.932435945,7.198485161,7.207465719,7.387026564,7.572984261,7.590411085,7.795418318,8.094359224,8.146746974,8.225884278,8.5965126,,,,,
Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.666576704,8.743495377,8.612746992,8.529353209,8.351521686,8.234134917,8.109277706,7.839133863,7.569026358,7.425802697,7.335371396,7.128216809,7.082367871,6.904967491,6.790206059,6.60173784,6.369407404,6.367571447,6.22245169,6.084563271,6.072479221,5.90983675,5.692995246,5.676035631,5.621145713,5.40839254,,,,,
Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PPG, IDA (DOD, current US$)",DT.DOD.MIDA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net ODA provided, to the least developed countries (current US$)",DC.ODA.TLDC.CD,144520000,206000000,263000000,235000000,227000000,284710000,241780000,229370000,174900000,175000000,167000000,222000000,293000000,454000000,598000000,660000000,314000000,336000000,461000000,532000000,691000000,700000000,782000000,866000000,988000000,1420000000,1056000000,977000000,890000000,866000000,1092000000,1011000000,1155000000,1423000000,1963000000,1261000000,599000000,728000000,629930000,1034820000,1042950000,987030000,2079910000,4231790000,3425630000,4647010000,5307060000,4799800000,7026470000,8031950000,8936160000,10066080000,9125460000,8841210000,8636320000,9121880000,9345700000,,,,
"Net bilateral aid flows from DAC donors, Ireland (current US$)",DC.DAC.IRLL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,,,,,,,,,,,,,,,,,,,,,,,,,69.18292228,63.83631949,85.96411297,113.6346079,70.68861217,69.23149838,65.69032586,51.44352027,55.66511301,65.40392723,71.01846706,74.49095846,82.13546918,86.02992644,95.22275583,127.3278164,197.1309012,149.3426659,154.262692,112.4686992,117.0267341,151.71106,156.2768664,215.0987522,407.6304011,227.536848,208.438562,262.4276966,173.2852353,138.3293367,148.0280076,165.1478471,94.7188501,116.0784691,108.5126363,,
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,65650000000,68820000000,77500000000,1.10E+11,1.47E+11,1.56E+11,1.72E+11,1.84E+11,2.20E+11,2.88E+11,3.44E+11,3.81E+11,3.61E+11,3.51E+11,3.96E+11,3.83E+11,4.07E+11,4.57E+11,5.68E+11,6.48E+11,7.07E+11,7.28E+11,7.51E+11,7.79E+11,8.70E+11,1.00E+12,1.08E+12,1.19E+12,1.20E+12,1.28E+12,1.45E+12,1.33E+12,1.29E+12,1.38E+12,1.60E+12,1.83E+12,2.13E+12,2.48E+12,2.67E+12,2.25E+12,2.60E+12,2.94E+12,3.04E+12,3.12E+12,3.24E+12,3.10E+12,3.10E+12,3.38E+12,3.65E+12,3.66E+12,
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,,,,,,,,,,,5270000000,4850000000,6060000000,7410000000,1620000000,11420000000,8410000000,8360000000,8870000000,16670000000,2300000000,-15570000000,-13456000000,-2730000000,-12410000000,-5950000000,-11422000000,-23438000000,-35209000000,-24800000000,-11290000000,14720000000,28460000000,32570000000,34050000000,40980000000,5360000000,-770000000,-36390000000,-64964000000,-1.63E+11,-26455000000,67930000000,78112000000,1.60E+11,-89753000000,-14662000000,1.77E+11,2491000000,1.52E+11,85789000000,1.73E+11,1.27E+11,1.05E+11,1.36E+11,-2.09E+11,-1.75E+11,38381000000,-4.13E+11,-1.63E+11,
"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,,,,,,,,,,,14650000000,15570000000,17050000000,19090000000,21660000000,22270000000,24910000000,27630000000,31690000000,36230000000,40970000000,44880000000,51040000000,54260000000,66910000000,72030000000,80158000000,90786000000,98615000000,1.03E+11,1.18E+11,1.19E+11,1.20E+11,1.24E+11,1.33E+11,1.41E+11,1.53E+11,1.66E+11,1.81E+11,1.97E+11,2.21E+11,2.22E+11,2.33E+11,2.52E+11,2.91E+11,3.12E+11,3.49E+11,3.85E+11,4.21E+11,4.08E+11,4.36E+11,4.58E+11,4.70E+11,4.66E+11,4.91E+11,4.98E+11,5.12E+11,5.45E+11,5.62E+11,5.88E+11,
Land area (sq. km),AG.LND.TOTL.K2,,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9158960,9161920,9161920,9161920,9161920,9161920,9161920,9161920,9161920,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420,,
Agricultural land (sq. km),AG.LND.AGRI.K2,,4475090,4439910,4414430,4390120,4358730,4355500,4353070,4357950,4354470,4344000,4333000,4323000,4312000,4301580,4301580,4301580,4303310,4281630,4281630,4281630,4281630,4313990,4313990,4313990,4313990,4313990,4269480,4269480,4269480,4269480,4269480,4254290,4229480,4211390,4201390,4163060,4148850,4145880,4138870,4143990,4149440,4130640,4130223,4129809,4129396,4128988,4128576,4109023,4089470,4069917,4050364,4030810.538,4036270,4041729,4047187,4052646,4058103.538,4058103.538,,
Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,38.14968815,36.97718631,36.71539123,38.70738636,39.89393047,36.590547,36.73752311,36.48124191,36.21138817,38.11164952,37.36552086,34.02868318,30.42281219,31.75940439,29.59578906,30.06630652,28.22905819,28.68883565,28.99653979,27.26324935,27.95650879,25.88676215,23.81591622,22.96103032,22.34640833,22.61593982,21.39709819,20.48844884,19.10880467,17.16263001,17.12241274,16.66352477,16.38719295,16.17544674,16.36405735,16.08593937,15.85306971,14.92089304,14.99656895,13.11065508,13.56667585,13.30778772,13.31574801,12.89991529,12.30488679,11.28404149,10.73552906,10.65365025,11.09467878,10.67545633,
